#,DateTime,Architecture,File,Total Elapsed Time (sec),Cumulative Package Energy_0 (mWh),Cumulative IA Energy_0 (mWh),Cumulative DRAM Energy_0 (mWh),Cumulative Package Energy_0 (Joules),Cumulative IA Energy_0 (Joules),Cumulative DRAM Energy_0 (Joules), Package Temperature_0 (C)
24,05-11-23T17-17-45,micro,api-monitor,34.167385,14.125400,7.105018,6.479509,50.851440,25.578064,23.326233,36.26470588235294
24,05-11-23T17-17-45,micro,frontend-baseline,106.519807,43.668908,21.302965,20.512407,157.208069,76.690674,73.844666,37.37735849056604
24,05-11-23T17-17-45,micro,frontend-monitor,106.493708,433.213111,378.385128,33.852319,1559.567200,1362.186462,121.868347,52.716981132075475
25,05-11-23T17-17-45,micro,api-baseline,34.139157,14.526198,7.581838,6.530457,52.294312,27.294617,23.509644,38.0
25,05-11-23T17-17-45,micro,api-monitor,34.178501,18.312412,9.970924,6.880391,65.924683,35.895325,24.769409,36.38235294117647
25,05-11-23T17-17-45,micro,frontend-baseline,106.518222,44.153680,21.503296,20.600722,158.953247,77.411865,74.162598,36.9622641509434
25,05-11-23T17-17-45,micro,frontend-monitor,106.578623,270.487349,219.350976,32.857005,973.754456,789.663513,118.285217,45.64150943396226
26,05-11-23T17-17-45,micro,api-baseline,34.183110,14.307166,7.397274,6.486206,51.505798,26.630188,23.350342,39.470588235294116
26,05-11-23T17-17-45,micro,api-monitor,34.181107,13.121474,6.358778,6.509993,47.237305,22.891602,23.435974,36.3235294117647
26,05-11-23T17-17-45,micro,frontend-baseline,106.439144,44.448022,21.693793,20.601569,160.012878,78.097656,74.165649,37.160377358490564
26,05-11-23T17-17-45,micro,frontend-monitor,106.564370,278.058946,226.558685,33.258650,1001.012207,815.611267,119.731140,46.839622641509436
27,05-11-23T17-17-45,micro,api-baseline,34.165267,21.636878,13.110063,6.905314,77.892761,47.196228,24.859131,38.14705882352941
